Unnamed: 0,Artist,Track,Album,Album_type,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Title,Channel,Views,Likes,Comments,Licensed,official_video,Stream,Genre
9440,Chevelle,Jars,Sci-Fi Crimes,album,0.533,0.961,11.0,-3.32,0.0549,0.000602,0.000177,0.275,0.328,106.991,199800.0,Chevelle - Jars (Official HD Video),ChevelleVEVO,5821855.0,36918.0,1368.0,True,True,30220885.0,rock
9441,Chevelle,Closure,Wonder What's Next (Expanded Edition),album,0.289,0.736,11.0,-3.38,0.0369,0.00087,0.00395,0.0636,0.13,152.158,251800.0,Chevelle - Closure (Official HD Video),ChevelleVEVO,7605496.0,48842.0,1874.0,True,True,21386873.0,metal
9443,Chevelle,The Clincher,This Type Of Thinking (Could Do Us In),album,0.263,0.939,1.0,-4.648,0.0834,7.66e-05,0.000364,0.374,0.408,175.293,223773.0,Chevelle - The Clincher (Official HD Video),ChevelleVEVO,21055168.0,97622.0,4432.0,True,True,25464719.0,alternative rock
9444,Chevelle,Clones,Hats Off to the Bull,album,0.467,0.873,8.0,-4.941,0.0404,0.000119,0.00433,0.073,0.339,96.004,207800.0,Chevelle   Clones,Rakot,11406.0,119.0,12.0,False,False,6584747.0,rock
9445,Chevelle,I Get It,Vena Sera,album,0.506,0.963,3.0,-3.805,0.0709,9.2e-05,0.000424,0.147,0.352,124.462,234987.0,Chevelle - I Get It (Official HD Video),ChevelleVEVO,11066981.0,54528.0,3251.0,True,True,17988930.0,rock
9446,Vybz Kartel,Fever,King Of The Dancehall,album,0.891,0.62,7.0,-7.463,0.244,0.139,1.61e-05,0.0805,0.404,98.094,204500.0,Vybz Kartel - Fever,VybzKartelVEVO,27956567.0,188891.0,7066.0,True,True,74436164.0,disco
9447,Vybz Kartel,Clarks,Stronger We Get,album,0.631,0.802,8.0,-5.316,0.373,0.0886,0.0,0.103,0.772,101.803,183893.0,Vybz Kartel ft Popcaan & Gaza Slim - Clarkes {OFFICIAL VIDEO} Gaza - March 2010,Kas Exodus,2730366.0,31879.0,807.0,False,False,25069575.0,disco
9448,Vybz Kartel,International Criminal,KitschKrieg,album,0.741,0.594,1.0,-7.478,0.419,0.0255,1.43e-05,0.095,0.489,75.395,181773.0,BONEZ MC & VYBZ KARTEL - INTERNATIONAL CRIMINAL (MUSIKVIDEO),seldate,341427.0,7104.0,138.0,False,False,37253562.0,disco
9449,Vybz Kartel,Summer Tiime,The Gaza Don,album,0.858,0.798,1.0,-4.062,0.0648,0.313,3.89e-06,0.316,0.353,100.039,167053.0,Vybz Kartel - Summertime [Official Video],RBFilmsja,96721542.0,337896.0,12254.0,False,False,29853467.0,disco
9450,Vybz Kartel,Yuh Love,Kingston Story (Deluxe Edition),album,0.502,0.685,8.0,-6.94,0.347,0.232,0.0,0.148,0.78,90.978,227306.0,Vybz Kartel - Yuh Love - OFFICIAL VIDEO (Produced by Dre Skull),Mixpak,37541275.0,123184.0,2457.0,True,True,30209454.0,disco
9451,Vybz Kartel,"Bad Gyal (feat. Skillibeng, Jucee Froot & Tommy Lee) [Divas]",Of Dons & Divas,album,0.539,0.707,9.0,-10.265,0.144,0.443,7.02e-06,0.11,0.356,102.062,232941.0,"Bad Gyal (feat. Skillibeng, Jucee Froot & Tommy Lee) [Divas] - Official Audio",VybzKartelVEVO,3616725.0,77328.0,3006.0,True,True,5115928.0,disco
9452,Vybz Kartel,Gal a Weh Do You,Pon Di Gaza 2.0,album,0.577,0.637,6.0,-6.86,0.315,0.0533,0.0,0.0654,0.593,106.499,176733.0,Vybz Kartel ft. Sheba - Gal A Weh Me Duh Yuh Mek Yuh Do Me dat(Nah Let Go Riddim) NEW GAZA STUDENT,Headless,10362152.0,75383.0,1349.0,False,False,5694420.0,disco
9453,Vybz Kartel,Happy Pum Pum,Happy Pum Pum,single,0.623,0.678,1.0,-5.452,0.243,0.285,0.0,0.172,0.781,175.682,212727.0,Vybz Kartel - Happy Pum Pum (Lyrics),Shadow Music M,24792468.0,134271.0,2058.0,False,False,11723007.0,disco
9454,Vybz Kartel,Amazing,Amazing,single,0.717,0.747,9.0,-4.561,0.0737,0.112,1.18e-06,0.123,0.451,95.868,157500.0,Vybz Kartel - Amazing (Official Visualizer) ft. Stefflon Don,VybzKartelVEVO,1489155.0,37761.0,2191.0,True,True,1172480.0,disco
9455,Vybz Kartel,Ride It,Ride It,single,0.628,0.587,1.0,-5.19,0.0891,0.359,0.0,0.0943,0.48,103.062,137476.0,"Shaneil Muir, Vybz Kartel - Ride It (Official Video)",ShaneilMuirVEVO,8668596.0,118411.0,4669.0,True,True,1859206.0,disco
9466,Timbiriche,Con Todos Menos Conmigo,Timbiriche 7,album,0.731,0.392,2.0,-13.478,0.0385,0.564,0.0,0.0851,0.789,114.179,184947.0,Timbiriche - Con todos menos conmigo (Video Original),Betitoti13 Video Clasic,782820.0,6701.0,275.0,False,False,171334435.0,pop
9467,Timbiriche,Si No Es Ahora,Timbiriche 7,album,0.727,0.716,2.0,-13.303,0.0398,0.154,2.49e-05,0.363,0.926,141.367,233667.0,Timbiriche - Si No Es Ahora,VideotecaMusical,399864.0,1835.0,171.0,False,False,61630445.0,pop
9468,Timbiriche,Tú Y Yo Somos Uno Mismo,Timbiriche 8,album,0.715,0.782,1.0,-7.162,0.062,0.256,0.0,0.119,0.138,125.31,260787.0,Timbiriche │ Tu y Yo Somos Uno Mismo (HD),Un Tiempo Para Recordar HD,2399277.0,16950.0,764.0,False,False,83843609.0,pop
9469,Timbiriche,Besos De Ceniza,Timbiriche 7,album,0.859,0.644,3.0,-13.961,0.0669,0.172,0.0,0.081,0.951,142.677,176133.0,Timbiriche - Besos De Ceniza,Timbiriche,24369.0,297.0,21.0,False,True,48477075.0,pop
9470,Timbiriche,Ámame Hasta Con Los Dientes,Timbiriche 8,album,0.575,0.877,0.0,-4.946,0.0455,0.063,0.0,0.137,0.775,76.857,174600.0,Amame hasta con los dientes - Timbiriche (HQ),ColdBlooded73,367110.0,1708.0,77.0,False,False,35053685.0,pop
9471,Timbiriche,Soy Un Desastre,Timbiriche Rock Show,album,0.818,0.968,10.0,-5.865,0.0833,0.272,0.0,0.155,0.858,135.726,234747.0,Timbiriche - Soy Un Desastre (Video Oficial),Not on VEVO/WMG,2803.0,46.0,5.0,False,False,51611106.0,pop
9472,Timbiriche,No Seas Tan Cruel,Timbiriche 7,album,0.818,0.508,1.0,-13.501,0.0438,0.433,0.000297,0.0864,0.947,143.778,159813.0,Timbiriche - No Seas Tan Cruel (Video Oficial),Not on VEVO/WMG,439127.0,3152.0,138.0,False,False,13971247.0,pop
9473,Timbiriche,No Sé Si Es Amor,Timbiriche 9,album,0.591,0.786,5.0,-4.858,0.0694,0.122,0.0,0.107,0.747,74.643,255227.0,Timbiriche - No Sé Si Es Amor,Timbiriche,37383.0,436.0,11.0,False,True,17295678.0,pop
9474,Timbiriche,Mírame (Cuestión De Tiempo) - En Vivo,Timbiriche 7,album,0.597,0.528,8.0,-15.074,0.0452,0.25,0.0027,0.353,0.539,73.432,201667.0,Timbiriche - Mírame (Cuestión De Tiempo) [Vivo En Vivo],Timbiriche,14739.0,157.0,16.0,False,True,15540943.0,pop
9475,Timbiriche,Mágico Amor,Timbiriche 7,album,0.83,0.608,10.0,-13.203,0.0392,0.405,1.54e-05,0.0741,0.96,132.839,219400.0,Timbiriche - Mágico Amor,sarqmusicVEVO,138.0,2.0,0.0,False,False,8230091.0,pop
9476,Alabama,Song of the South,Livin' Lovin' Rockin' Rollin': The 25th Anniversary Collection,album,0.486,0.633,9.0,-8.414,0.0365,0.176,0.0,0.312,0.669,162.158,190800.0,Alabama - Song Of The South (Official Video),AlabamaVEVO,41662517.0,229741.0,11313.0,True,True,136832267.0,country
9477,Alabama,I'm in a Hurry (And Don't Know Why),Livin' Lovin' Rockin' Rollin': The 25th Anniversary Collection,album,0.748,0.72,9.0,-7.774,0.0286,0.237,0.0,0.069,0.86,128.69,168813.0,Alabama - I'm In A Hurry (And Don't Know Why) (Official Video),AlabamaVEVO,1886326.0,12174.0,360.0,True,True,105323169.0,country
9478,Alabama,Dixieland Delight,The Closer You Get...,album,0.444,0.414,2.0,-15.04,0.0325,0.163,2.07e-05,0.053,0.573,95.73,322093.0,Alabama - Dixieland Delight (Official Video),AlabamaVEVO,23087941.0,148598.0,5947.0,True,True,55708854.0,country
9479,Alabama,Mountain Music,The Essential Alabama 3.0,album,0.466,0.55,9.0,-9.517,0.0437,0.141,0.0,0.149,0.747,109.53,217987.0,Alabama - Mountain Music (Official Video),AlabamaVEVO,10593552.0,56715.0,1806.0,True,True,66359005.0,country
9480,Alabama,Dixieland Delight - Single Edit,The Essential Alabama 3.0,album,0.464,0.405,7.0,-12.538,0.033,0.208,1.1e-05,0.0611,0.514,95.852,236427.0,Alabama - Dixieland Delight (Official Video),AlabamaVEVO,23087941.0,148598.0,5947.0,True,True,66837753.0,country
9481,Alabama,High Cotton,Livin' Lovin' Rockin' Rollin': The 25th Anniversary Collection,album,0.661,0.581,5.0,-9.67,0.032,0.423,0.0,0.11,0.863,91.11,180320.0,Alabama - High Cotton (Official Video),AlabamaVEVO,10731707.0,52202.0,1548.0,True,True,21263601.0,country
9482,Alabama,Okie From Muskogee - Live,Okie From Muskogee (Live),single,0.309,0.928,11.0,-6.886,0.0846,0.322,0.00197,0.984,0.513,74.272,95747.0,Merle Haggard - Okie From Muskogee (Live),MerleHaggardVEVO,2665018.0,15956.0,1093.0,True,True,2057681.0,country
9483,Alabama,If You're Gonna Play in Texas (You Gotta Have a Fiddle in the Band),Alabama Live,album,0.449,0.645,9.0,-15.2,0.0385,0.263,2.9e-06,0.901,0.777,109.581,212667.0,If You're Gonna Play In Texas,mrhibob,27085673.0,106083.0,3438.0,False,False,55512706.0,country
9484,Alabama,Dixieland Delight (Dee Jay Silver Mix) (feat. Nappy Roots),Country Club,single,0.48,0.797,7.0,-4.528,0.0567,0.204,0.0,0.067,0.438,92.849,218720.0,Dee Jay Silver - Dixieland Delight (Dee Jay Silver Mix) (Audio),DeejaysilverVEVO,3923334.0,28846.0,447.0,True,True,11120839.0,country
9485,Alabama,Born Country,Livin' Lovin' Rockin' Rollin': The 25th Anniversary Collection,album,0.579,0.52,4.0,-8.575,0.0361,0.332,0.0,0.165,0.521,167.311,196867.0,Alabama - Born Country (Official Audio),AlabamaVEVO,64625.0,1314.0,54.0,True,True,21855230.0,country
9496,Stereophonics,Dakota,Language.Sex.Violence.Other?,album,0.506,0.93,4.0,-3.499,0.0675,0.129,0.00682,0.0931,0.305,146.994,297427.0,Stereophonics - Dakota (Official Video),Stereophonics Official,29259928.0,140708.0,4853.0,True,True,171202171.0,rock
9497,Stereophonics,Maybe Tomorrow,You Gotta Go There To Come Back,album,0.495,0.653,7.0,-6.769,0.0361,0.217,0.000458,0.334,0.571,80.897,272947.0,Stereophonics - Maybe Tomorrow,StereophonicsVEVO,40613160.0,234310.0,6796.0,True,True,108759699.0,rock
9498,Stereophonics,Have A Nice Day,Just Enough Education To Perform,album,0.508,0.826,1.0,-4.088,0.0405,0.018,0.0,0.28,0.404,120.854,205067.0,Stereophonics - Have A Nice Day,StereophonicsVEVO,304638.0,4256.0,136.0,True,True,88605577.0,rock
9499,Stereophonics,Handbags And Gladrags,Just Enough Education To Perform,album,0.328,0.726,3.0,-3.935,0.0312,0.0286,0.000643,0.167,0.21,134.639,277387.0,Stereophonics - Handbags And Gladrags,StereophonicsVEVO,11704694.0,38094.0,2124.0,True,True,55921689.0,rock
9500,Stereophonics,C'est La Vie,Keep the Village Alive (Deluxe),album,0.459,0.925,10.0,-2.415,0.0442,0.0471,0.0,0.133,0.826,148.054,220320.0,Stereophonics - C'est La Vie,StereophonicsVEVO,6083912.0,27943.0,944.0,True,True,30209483.0,alternative rock
9501,Stereophonics,I Wanna Get Lost With You,Keep the Village Alive (Deluxe),album,0.502,0.877,7.0,-3.551,0.0354,0.0103,0.000253,0.149,0.632,126.033,229680.0,Stereophonics - I Wanna Get Lost With You,StereophonicsVEVO,24044407.0,374203.0,2910.0,True,True,23991668.0,alternative rock
9503,Stereophonics,Fly Like an Eagle,Kind (Deluxe),album,0.515,0.407,0.0,-8.032,0.0278,0.0922,0.0,0.0611,0.416,146.02,272587.0,Stereophonics - Fly Like An Eagle (Official Video),Stereophonics Official,2461982.0,27740.0,995.0,False,False,23877554.0,rock
9504,Stereophonics,Just Looking,Performance And Cocktails,album,0.379,0.501,7.0,-6.0,0.0257,0.0902,3.09e-06,0.136,0.0409,99.943,253160.0,Stereophonics - Just Looking,StereophonicsVEVO,5862782.0,18122.0,766.0,True,True,19716415.0,rock
9507,Nick Cave & The Bad Seeds,Into My Arms - 2011 Remastered Version,The Boatman's Call (2011 Remastered Version),album,0.484,0.0874,0.0,-17.796,0.0394,0.894,0.154,0.11,0.219,94.163,256120.0,Ghosteen – Nick Cave and The Bad Seeds (Full Album Stream),Nick Cave & The Bad Seeds,3020790.0,41865.0,2957.0,True,True,94687300.0,alternative rock
9510,Nick Cave & The Bad Seeds,Red Right Hand - Peaky Blinders Theme;Flood Remix,Red Right Hand (Theme from 'Peaky Blinders'),single,0.813,0.229,0.0,-16.208,0.0737,0.573,0.158,0.0718,0.288,116.049,380613.0,Ghosteen – Nick Cave and The Bad Seeds (Full Album Stream),Nick Cave & The Bad Seeds,3020790.0,41865.0,2957.0,True,True,43878202.0,blues
9511,Nick Cave & The Bad Seeds,People Ain't No Good - 2011 Remastered Version,The Boatman's Call (2011 Remastered Version),album,0.426,0.108,0.0,-17.461,0.0378,0.858,0.00793,0.119,0.226,120.069,342000.0,Ghosteen – Nick Cave and The Bad Seeds (Full Album Stream),Nick Cave & The Bad Seeds,3020790.0,41865.0,2957.0,True,True,18831918.0,alternative rock
9516,Los Bunkers,Bailando Solo,La Velocidad de la Luz,album,0.675,0.733,9.0,-5.341,0.0361,0.106,1.33e-06,0.323,0.754,116.049,267827.0,Los Bunkers | Bailando Solo [video oficial],Los Bunkers,186492421.0,826551.0,23374.0,False,True,109873421.0,rock
9517,Los Bunkers,Llueve Sobre La Ciudad,Vida De Perros,album,0.482,0.786,9.0,-4.166,0.0343,0.0355,0.0,0.0472,0.783,107.836,236472.0,Los Bunkers - Llueve Sobre La Ciudad (Official Music Video),Nacional Records,32501955.0,197342.0,7148.0,True,True,130986313.0,rock
9518,Los Bunkers,Ven Aquí,Vida De Perros,album,0.401,0.96,3.0,-4.004,0.291,0.0285,0.000104,0.141,0.694,201.66,217850.0,Los Bunkers - Ven Aquí (Video Oficial),LosBunkersVEVO,6069979.0,31213.0,864.0,True,True,65571500.0,rock
9520,Los Bunkers,Mientele,Vida De Perros,album,0.29,0.953,3.0,-3.444,0.179,0.00385,0.0,0.0881,0.353,207.375,238422.0,Los Bunkers - Miéntele [VIDEO OFICIAL],PlanetaSonoro,1761.0,30.0,1.0,False,False,30302874.0,rock
9521,Los Bunkers,Quién Fuera,Música Libre,album,0.514,0.746,9.0,-6.082,0.0264,0.000836,0.000693,0.107,0.687,138.07,217907.0,Los Bunkers - Quien Fuera (Video Oficial),LosBunkersVEVO,16922746.0,78913.0,3874.0,True,True,26135681.0,rock
9522,Los Bunkers,Si Estás Pensando Mal de Mí,La Velocidad de la Luz,album,0.498,0.891,5.0,-3.983,0.0375,0.2,0.000567,0.2,0.384,90.018,266547.0,Los Bunkers - Si Estás Pensando Mal de Mí (Video Oficial),LosBunkersVEVO,49820858.0,177259.0,4608.0,True,True,23589544.0,rock
9523,Los Bunkers,Ahora Que No Estas,Vida De Perros,album,0.364,0.812,5.0,-4.31,0.0301,0.00172,5.27e-06,0.182,0.697,157.355,351643.0,Los Bunkers - Ahora Que No Estas (Official Music Video),Nacional Records,17390580.0,60460.0,2191.0,True,True,23746810.0,rock
9524,Los Bunkers,Ángel Para Un Final,Música Libre,album,0.361,0.54,6.0,-6.274,0.036,0.0498,0.0,0.3,0.37,187.235,243213.0,Los Bunkers - Ángel para un Final (Video Oficial),LosBunkersVEVO,7108481.0,32448.0,1138.0,True,True,17313787.0,rock
9539,Cassie,Official Girl (feat. Lil' Wayne),Official Girl (feat. Lil' Wayne),single,0.691,0.875,6.0,-4.837,0.124,0.0428,0.0,0.144,0.534,111.345,257502.0,Cassie [feat. Lil Wayne] - Official Girl (Official Music Video),Bad Boy Entertainment,39678886.0,188713.0,12197.0,True,True,10357368.0,R&B
9543,Cassie,Me & U - Ryan Leslie Remix,Me & U,single,0.758,0.725,8.0,-4.8,0.0385,0.0817,0.0,0.202,0.708,99.919,194833.0,Cassie - Me & U (Official Music Video),Bad Boy Entertainment,135989569.0,1093710.0,20395.0,True,True,945468.0,R&B
9556,Nirvana,Smells Like Teen Spirit,Nevermind (Remastered),album,0.502,0.912,1.0,-4.556,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920.0,Nirvana - Smells Like Teen Spirit (Official Music Video),NirvanaVEVO,1609991619.0,11890310.0,486951.0,True,True,1520672936.0,alternative rock
9557,Nirvana,Come As You Are,Nevermind (Remastered),album,0.5,0.824,4.0,-5.846,0.0388,0.00016,0.00161,0.0916,0.539,120.125,218920.0,Nirvana - Come As You Are (Official Music Video),NirvanaVEVO,477357329.0,3284889.0,100399.0,True,True,917973701.0,alternative rock
9558,Nirvana,Heart-Shaped Box,In Utero - 20th Anniversary - Deluxe Edition,album,0.256,0.641,1.0,-10.283,0.0552,0.199,0.0329,0.0853,0.382,203.006,281160.0,Nirvana - Heart-Shaped Box (Official Music Video),NirvanaVEVO,233658023.0,1621101.0,81285.0,True,True,520267818.0,alternative rock
9559,Nirvana,The Man Who Sold The World,MTV Unplugged In New York,album,0.483,0.753,1.0,-8.937,0.0832,0.425,0.000142,0.257,0.42,115.102,261093.0,Nirvana - The Man Who Sold The World (MTV Unplugged),NirvanaVEVO,441383822.0,2503240.0,92077.0,True,True,328108571.0,alternative rock
9560,Nirvana,Something In The Way,Nevermind (Remastered),album,0.427,0.201,8.0,-13.044,0.0317,0.745,0.263,0.109,0.0668,105.218,232147.0,Nirvana - Something In The Way (Audio),NirvanaVEVO,41707033.0,766088.0,22952.0,True,True,310202569.0,alternative rock
9561,Nirvana,Dumb,In Utero - 20th Anniversary Remaster,album,0.697,0.395,6.0,-13.58,0.0281,0.428,0.653,0.173,0.876,113.589,151893.0,Nirvana Dumb music video,¡Concerts Music,5525.0,140.0,5.0,False,False,148020199.0,alternative rock
9562,Nirvana,About A Girl,Nirvana,compilation,0.409,0.932,11.0,-4.538,0.0339,1.87e-05,1.6e-06,0.31,0.591,131.761,166640.0,Nirvana - About A Girl (MTV Unplugged),NirvanaVEVO,117930221.0,513043.0,20140.0,True,True,220171239.0,alternative rock
9563,Nirvana,Lithium,Nevermind (Remastered),album,0.678,0.656,7.0,-6.41,0.0381,0.00174,0.0,0.0631,0.485,123.207,257053.0,Nirvana - Lithium (Official Music Video),NirvanaVEVO,248963126.0,1714761.0,57550.0,True,True,459674766.0,alternative rock
9564,Nirvana,All Apologies,In Utero - 20th Anniversary Remaster,album,0.446,0.632,1.0,-12.197,0.034,0.0793,0.000266,0.0881,0.359,113.176,233173.0,Nirvana - All Apologies (MTV Unplugged),NirvanaVEVO,92824172.0,402656.0,16543.0,True,True,153254208.0,alternative rock
9565,Nirvana,Rape Me,In Utero - 20th Anniversary - Deluxe Edition,album,0.42,0.746,8.0,-10.628,0.0467,0.0141,0.0,0.0661,0.229,111.886,170000.0,Nirvana - Rape Me (Official Music Video),Chinacat Sunflower,429125.0,5315.0,167.0,False,False,190780281.0,alternative rock
9566,Maroon 5,Memories,JORDI (Deluxe),album,0.775,0.327,11.0,-7.241,0.0557,0.841,0.0,0.0821,0.595,91.05,189486.0,Maroon 5 - Memories (Official Video),Maroon5VEVO,901829354.0,9050321.0,265339.0,True,True,1651772677.0,alternative rock
9567,Maroon 5,Payphone,Overexposed (Deluxe),album,0.739,0.756,4.0,-4.828,0.0394,0.0136,0.0,0.37,0.523,110.028,231387.0,Maroon 5 - Payphone ft. Wiz Khalifa (Explicit) (Official Music Video),Maroon5VEVO,814693726.0,5409564.0,225353.0,True,True,1302191678.0,alternative rock
9568,Maroon 5,Maps,V,album,0.742,0.713,1.0,-5.522,0.0303,0.0205,0.0,0.059,0.879,120.032,189960.0,Maroon 5 - Maps (Explicit) (Official Music Video),Maroon5VEVO,486018762.0,2240073.0,51622.0,True,True,1151909237.0,alternative rock
9569,Maroon 5,Sugar,V,album,0.748,0.788,1.0,-7.055,0.0334,0.0591,0.0,0.0863,0.884,120.076,235493.0,Maroon 5 - Sugar (Official Music Video),Maroon5VEVO,3817733132.0,15340646.0,415496.0,True,True,1502780803.0,alternative rock
9570,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),JORDI (Deluxe),album,0.713,0.676,10.0,-5.483,0.027,0.0377,0.0,0.154,0.721,99.048,227395.0,Maroon 5 - Beautiful Mistakes ft. Megan Thee Stallion (Official Music Video),Maroon5VEVO,146805833.0,1486916.0,35659.0,True,True,562537258.0,alternative rock
9571,Maroon 5,Animals,V,album,0.279,0.742,4.0,-6.46,0.0898,0.000185,0.0,0.593,0.328,189.868,231013.0,Maroon 5 - Animals (Official Music Video),Maroon5VEVO,850256052.0,5943212.0,181460.0,True,True,1034482506.0,alternative rock
9572,Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Hands All Over,album,0.722,0.758,11.0,-4.477,0.0471,0.0111,0.0,0.308,0.62,128.047,201160.0,Moves Like Jagger - Studio Recording From The Voice Performance - Maroon 5 (Lyrics),water Chillon ,26.0,0.0,0.0,False,False,1004576500.0,funk
9573,Maroon 5,This Love,Songs About Jane: 10th Anniversary Edition,album,0.712,0.862,5.0,-4.612,0.0378,0.0525,0.0,0.093,0.809,95.051,206200.0,Maroon 5 - This Love (Official Music Video),Maroon5VEVO,272204297.0,1621599.0,41086.0,True,True,758864691.0,alternative rock
9574,Maroon 5,She Will Be Loved - Radio Mix,Songs About Jane: 10th Anniversary Edition,album,0.651,0.663,0.0,-5.569,0.0281,0.228,0.0,0.0994,0.465,102.0,259453.0,She Will Be Loved (Radio Mix),Maroon 5 - Topic,4622809.0,54523.0,40.0,True,True,1119814516.0,alternative rock
9575,Maroon 5,One More Night,Overexposed (Deluxe),album,0.718,0.82,5.0,-3.453,0.0323,0.0444,0.0,0.0846,0.613,92.998,219467.0,Maroon 5 - One More Night (Official Music Video),Maroon5VEVO,1017088339.0,4363461.0,131044.0,True,True,633577750.0,alternative rock
9576,Romeo Santos,Propuesta Indecente,"Fórmula, Vol. 2 (Deluxe Edition)",album,0.757,0.632,2.0,-6.83,0.0549,0.499,0.0,0.0723,0.742,122.936,235133.0,Romeo Santos - Propuesta Indecente (Official Video),RomeoSantosVEVO,1982703356.0,5306946.0,132507.0,True,True,553022006.0,latin
9577,Romeo Santos,Eres Mía,"Fórmula, Vol. 2 (Deluxe Edition)",album,0.843,0.729,6.0,-3.634,0.0374,0.401,1.2e-06,0.206,0.903,123.046,250640.0,Romeo Santos - Eres Mía,RomeoSantosVEVO,1121560149.0,3402544.0,69132.0,True,True,393872876.0,latin
9578,Romeo Santos,Ella Quiere Beber - Remix,Ella Quiere Beber (Remix),single,0.75,0.665,8.0,-3.083,0.124,0.265,0.0,0.0515,0.697,95.239,219357.0,Anuel AA - Ella Quiere Beber (Remix) ft. Romeo Santos,AnuelVEVO,740004637.0,2613144.0,53275.0,True,True,634532172.0,reggaeton
9579,Romeo Santos,Imitadora,Golden,album,0.737,0.709,8.0,-6.889,0.045,0.333,0.0,0.289,0.556,125.997,234829.0,Romeo Santos - Imitadora (Official Video),RomeoSantosVEVO,220869503.0,1234103.0,24968.0,True,True,344355889.0,latin
9580,Romeo Santos,Sobredosis (feat. Ozuna),Golden,album,0.759,0.639,4.0,-8.085,0.0511,0.207,0.0,0.23,0.682,128.01,198332.0,Romeo Santos - Sobredosis (Official Video) ft. Ozuna,RomeoSantosVEVO,624500818.0,2501143.0,38156.0,True,True,323487441.0,latin
9581,Romeo Santos,SIRI,"Fórmula, Vol. 3",album,0.69,0.524,3.0,-5.552,0.146,0.418,4.63e-06,0.0748,0.44,125.783,164093.0,"Romeo Santos, Chris Lebron - SIRI (Official Video)",RomeoSantosVEVO,13906638.0,177322.0,3289.0,True,True,29686809.0,latin
9582,Romeo Santos,Odio (feat. Drake),"Fórmula, Vol. 2 (Deluxe Edition)",album,0.802,0.725,0.0,-5.965,0.0676,0.574,0.0,0.0821,0.598,128.04,225000.0,Romeo Santos ft Drake-Odio ((Video Oficial)),tattita cadena,9018319.0,55951.0,1234.0,False,False,312452095.0,latin
9583,Romeo Santos,Necio (feat. Carlos Santana),"Fórmula, Vol. 2 (Deluxe Edition)",album,0.869,0.684,1.0,-4.915,0.0456,0.362,0.0,0.0737,0.88,115.052,264267.0,Romeo Santos - Necio (Audio) ft. Santana,RomeoSantosVEVO,278392232.0,762476.0,12214.0,True,True,198753120.0,latin
9584,Romeo Santos,El Pañuelo,"Fórmula, Vol. 3",album,0.839,0.71,8.0,-3.823,0.0409,0.0534,0.0,0.283,0.661,129.997,234787.0,"Romeo Santos, ROSALÍA - El Pañuelo (Official Video)",RomeoSantosVEVO,28174439.0,405260.0,10896.0,True,True,65328111.0,latin
9585,Romeo Santos,Me Extraño,"Fórmula, Vol. 3",album,0.639,0.516,0.0,-4.418,0.0296,0.391,0.0,0.259,0.759,94.931,191880.0,"Romeo Santos, Christian Nodal - Me Extraño (Official Video)",RomeoSantosVEVO,21638758.0,170449.0,3562.0,True,True,47790192.0,latin
9586,Michael Bublé,It's Beginning to Look a Lot like Christmas,Christmas (Deluxe Special Edition),album,0.331,0.223,4.0,-11.274,0.0338,0.88,5.92e-06,0.343,0.355,92.896,207200.0,Michael Bublé - It's Beginning to Look a Lot Like Christmas (Official Music Video),Michael Bublé,14917035.0,96071.0,1809.0,True,True,804313933.0,jazz
9587,Michael Bublé,Holly Jolly Christmas,Christmas,album,0.647,0.465,7.0,-8.308,0.0428,0.865,0.0,0.0882,0.699,151.251,119787.0,Michael Bublé - Holly Jolly Christmas [Official HD],Michael Bublé,41329267.0,119092.0,2922.0,True,True,474743070.0,jazz
9588,Michael Bublé,Feeling Good,It's Time,album,0.535,0.548,1.0,-6.51,0.037,0.533,1.48e-06,0.123,0.477,115.144,237333.0,Michael Bublé - Feeling Good [Official 4K Remastered Music Video],Michael Bublé,214770112.0,2476009.0,45630.0,True,True,356178499.0,jazz
9589,Michael Bublé,Sway,Michael Bublé,album,0.713,0.639,2.0,-5.529,0.0313,0.753,0.0,0.0878,0.737,125.959,188067.0,Michael Bublé - Sway (Official Lyric Video),Michael Bublé,2071641.0,40336.0,631.0,True,True,171153752.0,pop
9590,Michael Bublé,Santa Claus Is Coming to Town,Christmas,album,0.594,0.389,10.0,-7.109,0.0517,0.785,0.0,0.0313,0.396,122.331,171093.0,Michael Bublé - Santa Claus Is Coming To Town [Official Music Video],Michael Bublé,20583911.0,87406.0,2414.0,True,True,251646518.0,jazz
9591,Michael Bublé,Home,It's Time,album,0.608,0.37,7.0,-9.207,0.0306,0.844,1.87e-05,0.112,0.349,127.631,225907.0,Michael Bublé - Home [Official Music Video],Michael Bublé,147361187.0,751772.0,23538.0,True,True,282927803.0,jazz
9592,Michael Bublé,Everything,Call Me Irresponsible,album,0.686,0.688,6.0,-4.981,0.0254,0.39,1.03e-06,0.0924,0.493,123.125,212373.0,Michael Bublé - Everything [Official Music Video],Michael Bublé,119290616.0,391921.0,14094.0,True,True,270525777.0,jazz
